Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet,Identifier
FDP20,19.85,0.045631230999999994,128.102,OUT013,1987,1265.02,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,745
FDK04,7.36,0.08755962099999999,55.2588,OUT010,1998,229.0352,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,545
FDQ15,20.35,0.25286597899999996,82.7276,OUT010,1998,162.4552,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,786
FDE11,17.7,0.135306012,183.7924,OUT049,1999,2221.1088,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,9,324
FDN01,12.792854228644991,0.126760908,176.937,OUT019,1985,352.874,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,653
FDC29,8.39,0.024201083999999998,112.6176,OUT035,2004,2175.8344,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,254
FDC48,9.195,0.015856295,81.6592,OUT035,2004,1403.5064,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,268
DRF27,8.93,0.028411898999999997,152.334,OUT035,2004,2143.876,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,43
NCB55,15.7,0.160529322,59.2562,OUT013,1987,296.281,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1283
NCX30,16.7,0.026771204,246.3776,OUT017,2007,1981.4208,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,1534
DRN36,12.792854228644991,0.049934854,95.0752,OUT027,1985,2588.6304,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,5,132
FDP08,20.5,0.11304588300000001,194.1478,OUT017,2007,2906.217,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,736
NCD31,12.792854228644991,0.015359722,163.7526,OUT027,1985,1973.4312,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1299
FDK45,11.65,0.034049703,112.286,OUT017,2007,452.744,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,569
DRE49,20.75,0.02128304,153.5024,OUT049,1999,2428.8384,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,9,35
FDU52,12.792854228644991,0.063462048,157.563,OUT027,1985,1721.0929999999998,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1010
FDD53,16.2,0.074019393,41.7454,OUT010,1998,83.8908,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,313
FDF11,10.195,0.017666978,239.4538,OUT045,2002,4566.7222,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,7,363
NCR30,12.792854228644991,0.12429953099999999,73.4696,OUT019,1985,298.2784,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1471
FDD03,13.3,0.079739853,233.03,OUT013,1987,5359.69,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,279
FDF09,6.215,0.012167793,37.4848,OUT049,1999,111.8544,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,361
FDS33,6.67,0.0,90.5514,OUT018,2009,974.0654,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,894
FDK03,12.6,0.074338562,255.5356,OUT017,2007,9664.7528,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,544
FDD29,12.15,0.018407033,254.7698,OUT035,2004,5834.4054,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,295
FDD02,16.6,0.050369190999999994,117.2124,OUT049,1999,1422.1488,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,278
FDF29,12.792854228644991,0.019837655,128.131,OUT027,1985,1687.8029999999999,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,374
FDP59,20.85,0.05646571400000001,103.6648,OUT046,1997,2285.0256,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,773
NCN17,11.0,0.05492864099999999,101.7358,OUT035,2004,1508.037,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1409
NCM55,15.6,0.066829875,185.5924,OUT049,1999,3146.5708,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1404
FDD39,12.792854228644991,0.12283217199999999,217.685,OUT019,1985,432.77,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,302
FDS02,10.195,0.146692433,194.5794,OUT017,2007,4096.6674,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,869
FDN16,12.6,0.06282744700000001,105.09899999999999,OUT045,2002,1444.786,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,663
FDM21,20.2,0.064464147,255.7646,OUT049,1999,5410.9566,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,630
FDJ04,18.0,0.12495901300000001,116.5124,OUT018,2009,355.5372,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,509
FDT50,6.75,0.0,96.7752,OUT049,1999,1342.2528,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,958
FDM27,12.35,0.15911489,158.1946,OUT018,2009,1104.5622,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,634
FDT19,7.59,0.145335007,173.108,OUT045,2002,2077.2960000000003,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,931
FDQ39,14.8,0.081168135,190.5846,OUT049,1999,3630.6074,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,804
NCU30,5.11,0.034874689,161.721,OUT046,1997,2446.815,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1504
FDY27,6.38,0.031898175,177.4344,OUT046,1997,1784.344,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1188
FDW14,8.3,0.038211537000000004,87.7198,OUT046,1997,1569.9564,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,1078
FDJ21,16.7,0.03874616,143.8102,OUT017,2007,4811.7366,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,519
FDX47,12.792854228644991,0.03443677,156.5288,OUT027,1985,4870.9928,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,1155
FDK56,9.695,0.130261652,185.2898,OUT045,2002,3367.6164,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,576
NCN05,8.235,0.014456938,184.795,OUT035,2004,1464.76,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1405
FDC26,10.195,0.126383094,112.1886,OUT046,1997,667.1316,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,252
FDT14,10.695,0.127620811,119.244,OUT013,1987,3475.4759999999997,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,928
FDS36,8.38,0.046878474,109.85700000000001,OUT035,2004,2306.9970000000003,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,897
FDR48,11.65,0.220111117,153.0024,OUT010,1998,455.4072,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,858
FDM04,9.195,0.0471117,52.0666,OUT035,2004,615.1992,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,620
FDZ37,8.1,0.019768503,88.6198,OUT046,1997,1569.9564,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,1244
FDE46,18.6,0.015858893,152.9366,OUT017,2007,453.4098,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,347
NCQ53,17.6,0.018905326,234.65900000000002,OUT046,1997,8508.924,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1464
NCN42,20.25,0.014280553999999999,148.0418,OUT018,2009,1177.1344,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1416
DRH11,5.98,0.075675438,53.3614,OUT049,1999,331.5684,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,66
NCI42,18.75,0.010381661,207.8954,OUT049,1999,2292.3494,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1348
FDT07,5.82,0.07747588400000001,255.333,OUT045,2002,4870.327,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,921
DRL60,8.52,0.02705936,153.3682,OUT046,1997,914.8092,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,8,121
FDG20,15.5,0.126199917,178.4028,OUT018,2009,1239.7196,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,404
FDF56,16.7,0.119462225,182.7976,OUT046,1997,1810.976,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,390
FDV33,9.6,0.027454997000000002,258.1304,OUT018,2009,2324.9736,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,1043
NCF31,9.13,0.051928034000000005,151.4024,OUT049,1999,1973.4312,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,1319
FDD59,10.5,0.0,78.296,OUT046,1997,1438.128,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,8,317
FDQ52,17.0,0.119570595,249.7434,OUT049,1999,4221.8378,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,813
FDP09,12.792854228644991,0.033725742999999996,211.6902,OUT027,1985,4247.804,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,737
FDK24,9.195,0.10127579199999999,46.4744,OUT035,2004,950.7624,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,555
NCA18,10.1,0.056077574000000005,117.8492,OUT046,1997,1621.8888,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1267
NCE07,8.18,0.0,140.5154,OUT045,2002,1701.7848,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,1305
FDM45,8.655,0.088178053,122.6756,OUT035,2004,2302.3364,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,644
FDQ32,17.85,0.046608497,122.9388,OUT046,1997,3095.97,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,799
FDI34,10.65,0.085119855,229.8668,OUT035,2004,4146.6024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,490
FDE14,13.65,0.031418984,99.27,OUT013,1987,2596.62,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,325
DRF37,17.25,0.08480965800000001,261.191,OUT017,2007,3155.8920000000003,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,45
FDW44,9.5,0.035350045,169.7448,OUT017,2007,3579.3408,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1102
FDC59,16.7,0.0,63.6168,OUT049,1999,1342.2528,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,9,276
NCI29,8.6,0.054601779,141.1154,OUT010,1998,425.4462,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1345
FDV38,19.25,0.10218842800000001,54.3956,OUT018,2009,1201.1032,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1048
FDZ49,11.0,0.133034816,222.0798,OUT013,1987,2864.9374,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1254
DRD49,9.895,0.16817143,237.7564,OUT045,2002,3813.7024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,7,24
FDA02,14.0,0.029722659,143.4786,OUT046,1997,1589.2646,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,146
FDX20,7.365,0.042733625,226.972,OUT018,2009,3848.324,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1132
FDS24,20.85,0.062172698,90.2514,OUT013,1987,619.8598,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,887
FDI58,7.64,0.070704474,93.412,OUT046,1997,1491.392,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,505
FDQ60,12.792854228644991,0.191500528,121.2098,OUT019,1985,120.5098,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,819
FDJ27,17.7,0.12206551800000001,103.3674,OUT049,1999,2546.685,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,522
FDV27,7.97,0.04021623,90.4514,OUT017,2007,1328.271,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1039
NCL41,12.35,0.041737627,33.1216,OUT046,1997,519.3240000000001,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1384
NCP29,8.42,0.11227101,63.2168,OUT046,1997,703.0848,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1443
FDC45,12.792854228644991,0.135075924,170.3106,OUT027,1985,3422.212,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,265
FDN33,6.305,0.12301331,93.2436,OUT013,1987,2079.9592,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,674
DRC01,5.92,0.019238942,49.8692,OUT045,2002,1133.1916,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,7,8
FDL57,15.1,0.067212845,260.2304,OUT045,2002,4908.2776,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,615
NCF42,17.35,0.280164929,177.5712,OUT010,1998,527.3136,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1320
FDG50,7.405,0.015271793,89.9146,OUT046,1997,1550.6482,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,423
FDH22,6.405,0.13651285800000001,128.7678,OUT049,1999,3052.0272,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,444
FDO36,19.7,0.07803497599999999,178.06599999999997,OUT049,1999,3954.8520000000003,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,715
FDY04,17.7,0.042649476,162.721,OUT018,2009,978.7260000000001,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,1170
FDZ09,17.6,0.104859135,161.8868,OUT035,2004,4094.67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,6,1222
FDH28,15.85,0.110202066,39.7506,OUT049,1999,721.0614,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,448
FDN32,17.5,0.01558456,185.1266,OUT049,1999,4795.0916,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,673
DRJ37,12.792854228644991,0.060805497,150.8024,OUT027,1985,3339.6528,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,5,96
FDE57,9.6,0.036490369,140.8154,OUT017,2007,1843.6002,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,354
FDG05,11.0,0.088025298,158.063,OUT045,2002,2659.8709999999996,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,7,396
FDI09,20.75,0.129864461,240.188,OUT018,2009,5992.2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,474
DRD12,12.792854228644991,0.0,89.4146,OUT027,1985,2645.2234,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,5,17
FDD02,16.6,0.084176826,118.0124,OUT010,1998,592.562,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,278
FDI36,12.5,0.062343432000000004,199.7426,OUT046,1997,593.2278,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,492
DRK39,7.02,0.049942926,82.425,OUT049,1999,1414.825,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,109
FDH44,19.1,0.025867261000000003,147.6418,OUT035,2004,1471.418,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,457
FDS56,5.785,0.038817121,262.6252,OUT049,1999,524.6504,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,912
DRJ59,11.65,0.01941154,40.3164,OUT045,2002,502.0132,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,101
NCA30,19.0,0.216478153,190.1872,OUT010,1998,567.2616,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1269
FDF17,5.19,0.042707323,197.81099999999998,OUT045,2002,2946.165,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7,367
NCX18,14.15,0.0,196.31099999999998,OUT046,1997,3338.987,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1532
NCO53,16.2,0.175898114,183.7608,OUT018,2009,2940.1728,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,1434
FDT23,7.72,0.074847665,78.8986,OUT049,1999,623.1888,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,935
NCJ19,18.6,0.118180011,56.2588,OUT046,1997,1030.6584,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,1356
FDI05,8.35,0.127587344,76.5354,OUT017,2007,1805.6496,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,471
NCJ19,18.6,0.19780911,55.6588,OUT010,1998,114.5176,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1356
NCS29,12.792854228644991,0.069208684,264.0884,OUT027,1985,4504.8028,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1482
NCC06,19.0,0.026963908999999998,129.8336,OUT013,1987,3451.5072,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1284
FDJ12,8.895,0.039261947,207.4296,OUT017,2007,2492.7552,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,514
FDW48,18.0,0.008533716,78.5618,OUT013,1987,402.809,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1106
FDX32,15.1,0.100423086,144.7786,OUT017,2007,2600.6148,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,1142
FDH02,12.792854228644991,0.0,91.8488,OUT027,1985,2716.4640000000004,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,5,431
FDD16,20.5,0.036353098,75.8696,OUT046,1997,2386.2272,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,8,287
FDR09,12.792854228644991,0.077348214,259.7962,OUT027,1985,8028.8822,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,826
FDB32,20.6,0.023548476000000002,93.3778,OUT018,2009,1314.2892,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,212
FDP11,15.85,0.069043044,218.7166,OUT013,1987,4136.6154,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,739
FDG09,20.6,0.048010812,187.7556,OUT049,1999,3004.0896,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,9,398
FDF21,10.3,0.05877842900000001,187.85299999999998,OUT013,1987,2656.542,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,369
NCJ19,12.792854228644991,0.117607719,55.2588,OUT027,1985,2748.4224,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,1356
FDY03,17.6,0.127412338,111.3202,OUT010,1998,337.5606,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1169
FDK58,11.35,0.044945123,101.0016,OUT013,1987,2631.2416,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,578
FDC26,10.195,0.126579586,112.2886,OUT049,1999,2557.3378,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,9,252
FDN15,17.5,0.016802225,138.518,OUT018,2009,2376.906,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,662
DRH11,12.792854228644991,0.075192072,56.0614,OUT027,1985,2597.2858,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,66
NCK17,11.0,0.03786331,40.948,OUT013,1987,319.584,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1366
DRC01,5.92,0.019200003,47.7692,OUT046,1997,492.69199999999995,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,8,8
